"date_time","weights","key","default_values","value","sum_least_squares","final_longcovid_number"
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","recovery_rate_non_hosp",0.242112385678444,0.317830174374938,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","recovery_rate_hosp",0.11215331037136,0.0913726398700371,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","permanent_non_hosp_prop",0.0534112747273519,0.0890370494640346,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","permanent_hosp_prop",0.148058385698791,0.121364610267929,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","omicron_long_covid_multiplier",0.38497074561427,0.321392015740792,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","vaccination_impact_full",0.647,0.647,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","vaccination_impact_partial",0.647,0.647,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","non_hosp_additional_mortality_long",1,1,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","hosp_additional_mortality_long",1,1,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","infection_longprob_multiplier",0.666666666666667,0.666666666666667,4.96038319633401,339686
2023-03-03 10:42:54,"1;1;1;1;1;1;0;1;1","hosp_longprob_multiplier",1.33333333333333,1.33333333333333,4.96038319633401,339686
