"date_time","weights","key","default_values","value","sum_least_squares","final_longcovid_number"
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","recovery_rate_non_hosp",0.242112385678444,0.250388385423486,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","recovery_rate_hosp",0.11215331037136,0.109041518119627,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","permanent_non_hosp_prop",0.0534112747273519,0.0527583404931804,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","permanent_hosp_prop",0.148058385698791,0.145362919562878,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","omicron_long_covid_multiplier",0.38497074561427,0.37901854630736,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","vaccination_impact_full",0.647,0.647,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","vaccination_impact_partial",0.647,0.647,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","non_hosp_additional_mortality_long",1,1,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","hosp_additional_mortality_long",1,1,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","infection_longprob_multiplier",0.666666666666667,0.666666666666667,6.32037965084085,320631
2023-03-03 10:42:03,"1;1;1;1;1;1;0;1;1","hosp_longprob_multiplier",1.33333333333333,1.33333333333333,6.32037965084085,320631
