"date_time","weights","key","default_values","value","sum_least_squares","final_longcovid_number"
2023-11-27 12:15:51,"1","recovery_rate_non_hosp",0.25,0.178467407592056,12.3560082308673,352621
2023-11-27 12:15:51,"1","recovery_rate_hosp_multiplier",1,2,12.3560082308673,352621
2023-11-27 12:15:51,"1","permanent_non_hosp_prop",0.06,0.0714829664853886,12.3560082308673,352621
2023-11-27 12:15:51,"1","permanent_hosp_prop",0.16,0.140144259162265,12.3560082308673,352621
2023-11-27 12:15:51,"1","omicron_long_covid_multiplier",0.303,0.303,12.3560082308673,352621
2023-11-27 12:15:51,"1","hosp_longprob_multiplier",1.369,1.369,12.3560082308673,352621
2023-11-27 12:15:51,"1","vaccination_impact_full",0.647,0.647,12.3560082308673,352621
2023-11-27 12:15:51,"1","vaccination_impact_partial",0.647,0.647,12.3560082308673,352621
2023-11-27 12:15:51,"1","non_hosp_additional_mortality_long",1,1,12.3560082308673,352621
2023-11-27 12:15:51,"1","hosp_additional_mortality_long",1,1,12.3560082308673,352621
2023-11-27 12:15:51,"1","infection_longprob_multiplier",0.666666667,0.666666667,12.3560082308673,352621
