"date_time","weights","key","default_values","value","sum_least_squares","final_longcovid_number"
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","recovery_rate_non_hosp",0.242112385678444,0.266017691977159,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","recovery_rate_hosp",0.11215331037136,0.118867260072915,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","permanent_non_hosp_prop",0.0534112747273519,0.0531300606351086,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","permanent_hosp_prop",0.148058385698791,0.157312676576057,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","omicron_long_covid_multiplier",0.38497074561427,0.36714928669278,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","vaccination_impact_full",0.647,0.647,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","vaccination_impact_partial",0.647,0.647,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","non_hosp_additional_mortality_long",1,1,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","hosp_additional_mortality_long",1,1,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","infection_longprob_multiplier",0.666666666666667,0.666666666666667,3.40882866544355,306498
2023-03-03 13:55:31,"1;1;1;1;1;1;0;1;1","hosp_longprob_multiplier",1.33333333333333,1.33333333333333,3.40882866544355,306498
