"date_time","weights","key","default_values","value","sum_least_squares","final_longcovid_number"
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","recovery_rate_non_hosp",0.242112385678444,0.264995781796473,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","recovery_rate_hosp",0.11215331037136,0.118857944093426,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","permanent_non_hosp_prop",0.0534112747273519,0.0531381260221267,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","permanent_hosp_prop",0.148058385698791,0.157303407070695,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","omicron_long_covid_multiplier",0.38497074561427,0.368177157569734,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","vaccination_impact_full",0.647,0.647,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","vaccination_impact_partial",0.647,0.647,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","non_hosp_additional_mortality_long",1,1,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","hosp_additional_mortality_long",1,1,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","infection_longprob_multiplier",0.666666666666667,0.666666666666667,3.39501340007432,308358
2023-03-03 14:04:44,"1;1;1;1;1;1;0;1;1","hosp_longprob_multiplier",1.33333333333333,1.33333333333333,3.39501340007432,308358
